,_id,animalSettlement,animalType,isPregmant,weight,birthDay,breed,createdAt
0,62d6e9920408c608acb6fdd0,43d0026a01,VACA,False,500.0,2022-07-18 00:00:00.000,SIMBRAH,2022-07-19 17:27:46.820
1,62d6e9d30408c608acb6fe08,43d0026a01,NOVILLO,False,234.0,2022-07-18 00:00:00.000,SIMBRAH,2022-07-19 17:28:51.345
2,62d98db9a30a66002645c287,43d0026a01,VACA,False,155.0,2022-07-18 00:00:00.000,BRANGUS,2022-07-21 17:32:41.363
3,62d99045a30a66002645c384,43d0026a01,TERNERO,False,73.0,2022-07-18 00:00:00.000,INDUSIN,2022-07-21 17:43:33.443
4,62d9a88c0223ce002612afed,43d0026a01,TERNERO,False,45.0,2022-03-25 00:00:00.000,BRAFORD,2022-07-21 19:27:08.791
5,62d9a8ee0223ce002612b023,43d0026a01,NOVILLO,False,129.0,2022-03-25 00:00:00.000,BRAFORD,2022-07-21 19:28:46.345
6,62d9aa800223ce002612b336,43d0026a01,NOVILLO,False,55.0,2022-03-25 00:00:00.000,HEREFORD,2022-07-21 19:35:28.945
7,62d9ac5d0223ce002612b400,43d0026a01,VACA,False,155.0,2022-07-18 00:00:00.000,CHARBRAY,2022-07-21 19:43:25.703
8,62d9acb50223ce002612b438,43d0026a01,TERNERO,False,48.0,2022-03-25 00:00:00.000,POLLED HEREFORD,2022-07-21 19:44:53.252
9,62d9ad220223ce002612b474,43d0026a01,TERNERO,False,66.0,2022-07-18 00:00:00.000,ABERDEEN ANGUS,2022-07-21 19:46:42.277
10,62d9ae270223ce002612b57e,43d0026a01,NOVILLO,False,155.0,2022-07-18 00:00:00.000,PIAMONTESA,2022-07-21 19:51:03.780
11,62de77333c3f510026f2564a,43d0026a01,NOVILLO,False,167.0,2022-03-25 00:00:00.000,RETINTA,2022-07-25 10:57:55.573
12,62d6ea330408c608acb6fe4e,43d0026a01,NOVILLO,False,231.0,2022-08-26 00:00:00.000,INDUSIN,2022-07-19 17:30:27.339
13,62d98f17a30a66002645c2ff,43d0026a01,NOVILLO,False,166.0,2022-07-18 00:00:00.000,LIMOUSIN,2022-07-21 17:38:31.059
14,62d990a8a30a66002645c3c1,43d0026a01,NOVILLO,False,148.0,2022-07-18 00:00:00.000,POLLED HEREFORD,2022-07-21 17:45:12.334
15,62d9948ba30a66002645c480,43d0026a01,VACA,False,153.0,2022-07-18 00:00:00.000,BRANGUS,2022-07-21 18:01:47.052
16,62d99512a30a66002645c4db,43d0026a01,TERNERO,False,65.0,2022-07-18 00:00:00.000,INDUSIN,2022-07-21 18:04:02.069
17,62d9a9400223ce002612b065,43d0026a01,VAQUILLONA,False,166.0,2022-03-25 00:00:00.000,JERSEY,2022-07-21 19:30:08.457
18,62d9ab7e0223ce002612b37e,43d0026a01,NOVILLO,False,146.0,2022-07-18 00:00:00.000,RETINTA,2022-07-21 19:39:42.966
19,62dac69ae95cd50025ecf5f8,43d0026a01,TERNERO,False,54.0,2022-07-18 00:00:00.000,SANTA GERTRUDIS,2022-07-22 15:47:38.719
20,62f52ca5401c510025e01f48,43d0026a01,NOVILLO,False,251.0,2022-08-11 00:00:00.000,ABERDEEN ANGUS,2022-08-11 16:21:57.193
21,63093bb93b49db0025994d31,43d0026a01,TERNERO,False,123.0,2022-08-26 00:00:00.000,HEREFORD,2022-08-26 21:31:37.126
22,62d56ca4e71f68426833cc59,43d0026a01,NOVILLO,False,2.0,2022-07-18 00:00:00.000,POLLED HEREFORD,2022-07-18 14:22:28.938
23,62d97f14a30a66002645b50b,43d0026a01,VACA,False,144.0,2022-07-18 00:00:00.000,BRANGUS,2022-07-21 16:30:12.884
24,62d98e53a30a66002645c2c9,43d0026a01,TERNERO,False,67.0,2022-07-18 00:00:00.000,FLEKVIEH/SIMMENTHAL,2022-07-21 17:35:15.396
25,62d99105a30a66002645c3f9,43d0026a01,TERNERO,False,45.0,2022-07-18 00:00:00.000,SANTA GERTRUDIS,2022-07-21 17:46:45.768
26,62d9a7b10223ce002612afb3,43d0026a01,NOVILLO,False,154.0,2022-03-25 00:00:00.000,INDUSIN,2022-07-21 19:23:29.413
27,62d9a9e10223ce002612b0d3,43d0026a01,TERNERO,False,76.0,2022-03-25 00:00:00.000,BRAFORD,2022-07-21 19:32:49.943
28,62d9abf50223ce002612b3b6,43d0026a01,NOVILLO,False,145.0,2022-07-18 00:00:00.000,JERSEY,2022-07-21 19:41:41.982
29,62d9ad880223ce002612b4ff,43d0026a01,VACA,False,174.0,2022-07-18 00:00:00.000,ABERDEEN ANGUS,2022-07-21 19:48:24.419
30,62cfe1b4b8f04b47003be2c6,43d0026a01,TERNERO,False,232.0,2022-07-18 00:00:00.000,BRAHMAN,2022-07-14 09:28:20.687
31,62d98009a30a66002645b744,43d0026a01,NOVILLO,False,231.0,2022-07-18 00:00:00.000,BRAFORD,2022-07-21 16:34:17.148
32,62d98c2ca30a66002645be9d,43d0026a01,VAQUILLONA,True,123.0,2022-07-18 00:00:00.000,JERSEY,2022-07-21 17:26:04.655
33,62d98d56a30a66002645c1ff,43d0026a01,TERNERO,False,55.0,2022-03-25 00:00:00.000,LIMOUSIN,2022-07-21 17:31:02.366
34,62d9917ca30a66002645c431,43d0026a01,VACA,False,155.0,2022-07-18 00:00:00.000,SANTA GERTRUDIS,2022-07-21 17:48:44.918
35,62d9adf10223ce002612b546,43d0026a01,VACA,False,177.0,2022-07-18 00:00:00.000,CHAROLAIS,2022-07-21 19:50:09.979
36,62d9ae9d0223ce002612b5b6,43d0026a01,TERNERO,False,76.0,2022-03-25 00:00:00.000,CHAROLAIS,2022-07-21 19:53:01.163
37,62f52b53401c510025e01f02,43d0026a01,TERNERO,False,250.0,2022-08-11 00:00:00.000,ABERDEEN ANGUS,2022-08-11 16:16:19.733
38,63604b9106eca52a405d4657,553423812d,VACA,False,300.0,2022-03-20 00:00:00.000,INDUSIN,2022-10-31 22:26:25.335
39,638660af3039cf00301d200e,43d0026a01,VACA,False,151.0,2022-11-29 00:00:00.000,JERSEY,2022-11-29 19:42:40.020
40,6388c7acbcaeb30030cb691d,eb30030cb6,VACA,False,0.0,2022-12-01 15:26:36.673,DEFAULT-PUNTO-FIJO,2022-12-01 15:26:36.673
41,638a2174bcaeb30030cb7660,d590030662,VACA,False,0.0,2022-12-02 16:01:56.864,DEFAULT-PUNTO-FIJO,2022-12-02 16:01:56.864
42,638a254fbcaeb30030cb776e,43d0026a01,VACA,False,0.0,2022-12-02 16:18:24.011,DEFAULT-PUNTO-FIJO,2022-12-02 16:18:24.011
43,638a2580bcaeb30030cb779e,43d0026a01,VACA,False,0.0,2022-12-02 16:19:12.263,DEFAULT-PUNTO-FIJO,2022-12-02 16:19:12.263
44,638a27b8bcaeb30030cb77e6,43d0026a01,VACA,False,1.0,2022-12-02 00:00:00.000,BEEF MASTER,2022-12-02 16:28:40.402
45,638a27f3bcaeb30030cb77f7,43d0026a01,VACA,False,1.0,2022-12-02 00:00:00.000,JERSEY,2022-12-02 16:29:39.446
46,638a2830bcaeb30030cb780a,43d0026a01,VACA,False,1.0,2022-12-02 00:00:00.000,BRAHMAN,2022-12-02 16:30:40.450
47,638f46a8a5c1673814c1f7e2,43d0026a01,VACA,False,0.0,2022-12-06 13:42:00.370,DEFAULT-PUNTO-FIJO,2022-12-06 13:42:00.370
48,6397449564ca173424d5b420,a173424d5b,VACA,False,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,2022-12-12 15:11:17.189
49,6397467164ca173424d5b45d,a173424d5b,VACA,False,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,2022-12-12 15:19:13.731
50,6397490164ca173424d5b487,a173424d5b,VACA,False,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,2022-12-12 15:30:09.885
51,63974a5064ca173424d5b4ab,a173424d5b,VACA,False,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,2022-12-12 15:35:44.842
52,6397a1537098dc26305d0256,43d0026a01,VACA,False,100.0,2000-01-01 00:00:00.000,LIMANGUS,2022-12-12 21:46:59.749
53,6397ba0cc9b5d32fac8ef16f,5d32fac8ef,VACA,False,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,2022-12-12 23:32:28.356
54,6397bc0bc9b5d32fac8ef1c7,5d32fac8ef,VACA,False,0.0,1900-01-01 00:00:00.000,DEFAULT-PUNTO-FIJO,2022-12-12 23:40:59.088
55,6397f3702005bc09f431fb32,43d0026a01,NOVILLO,False,100.0,2000-01-01 00:00:00.000,SHORTHORN,2022-12-13 03:37:20.798
56,6398ae85195e9e4dec897b2b,e9e4dec897,VACA,False,0.0,2022-12-13 16:55:33.363,DEFAULT-PUNTO-FIJO,2022-12-13 16:55:33.363
57,6398af52195e9e4dec897b74,d590030662,VACA,False,100.0,2000-01-01 00:00:00.000,HEREFORD,2022-12-13 16:58:58.156
58,6398b015195e9e4dec897c34,43d0026a01,TERNERO,False,2.0,2000-01-01 00:00:00.000,SHORTHORN,2022-12-13 17:02:13.548
59,6398b7d0195e9e4dec897e17,43d0026a01,VACA,False,100.0,2000-01-01 00:00:00.000,POLLED HEREFORD,2022-12-13 17:35:12.394
60,639cbf8ae72b8435841c36f6,43d0026a01,TERNERO,False,100.0,2000-01-01 00:00:00.000,SHORTHORN,2022-12-16 18:57:14.166
61,63a0e6564d110a5b98147543,10a5b98147,VACA,False,0.0,2022-12-19 22:31:50.017,DEFAULT-PUNTO-FIJO,2022-12-19 22:31:50.017
62,638f557947b80d0025f05eaa,43d0026a01,VACA,False,0.0,2022-12-06 14:45:13.362,DEFAULT-PUNTO-FIJO,2022-12-06 14:45:13.362
63,638f558847b80d0025f05ece,43d0026a01,VACA,False,0.0,2022-12-06 14:45:28.555,DEFAULT-PUNTO-FIJO,2022-12-06 14:45:28.555
64,638f559b47b80d0025f05f02,43d0026a01,VACA,False,0.0,2022-12-06 14:45:47.839,DEFAULT-PUNTO-FIJO,2022-12-06 14:45:47.839
65,63a646c01c3d5b259c86b645,d5b259c86b,VACA,False,0.0,2022-12-24 00:24:32.222,DEFAULT-PUNTO-FIJO,2022-12-24 00:24:32.222
66,63a9a4e15ede0b00302c344c,43d0026a01,VACA,False,33.0,2022-12-06 00:00:00.000,POLLED HEREFORD,2022-12-26 13:42:57.823
67,63adccacd601c63f045ed387,1c63f045ed,VACA,False,0.0,2022-12-29 17:21:48.280,DEFAULT-PUNTO-FIJO,2022-12-29 17:21:48.280
68,63adcd8ed601c63f045ed40f,1c63f045ed,VACA,False,0.0,2022-12-29 17:25:34.187,DEFAULT-PUNTO-FIJO,2022-12-29 17:25:34.187
69,63b38dd1eb677e30a8aab08b,77e30a8aab,VACA,False,0.0,2023-01-03 02:07:13.434,DEFAULT-PUNTO-FIJO,2023-01-03 02:07:13.434
70,63b38faceb677e30a8aab10c,77e30a8aab,VACA,False,0.0,2023-01-03 02:15:08.650,DEFAULT-PUNTO-FIJO,2023-01-03 02:15:08.650
71,63b39a48eb677e30a8aab15d,77e30a8aab,VACA,False,0.0,2023-01-03 03:00:24.572,DEFAULT-PUNTO-FIJO,2023-01-03 03:00:24.572
72,63b39a96eb677e30a8aab18b,77e30a8aab,VACA,False,0.0,2023-01-03 03:01:42.323,DEFAULT-PUNTO-FIJO,2023-01-03 03:01:42.323
73,63b44309973f9f35c0c5aaba,f9f35c0c5a,VACA,False,0.0,2023-01-03 15:00:25.992,DEFAULT-PUNTO-FIJO,2023-01-03 15:00:25.992
74,63c193f852dc730030406a3c,43d0026a01,VACA,False,500.0,2022-07-18 00:00:00.000,SIMBRAH,2023-01-13 17:25:12.310
75,63c1953252dc730030406a6d,43d0026a01,VACA,False,500.0,2022-07-18 00:00:00.000,SIMBRAH,2023-01-13 17:30:26.812
76,63c1971b52dc730030406ab0,43d0026a01,VACA,False,500.0,2022-07-18 00:00:00.000,SIMBRAH,2023-01-13 17:38:35.333
77,63c1972d52dc730030406abd,43d0026a01,VACA,False,500.0,2022-07-18 00:00:00.000,SIMBRAH,2023-01-13 17:38:53.803
78,63d282ea695091f316b274cf,cd2102862b,VAQUILLONA,False,2.0,2022-12-16 00:00:00.000,SHORTHORN,2023-01-26 13:40:58.476
79,63e6480d22ee080030ba87a8,43d0026a01,VACA,False,101.0,1994-05-15 00:00:00.000,SHORTHORN,2023-02-10 13:35:09.538
80,63e6480d22ee080030ba87aa,43d0026a01,VACA,False,50.0,2020-03-15 00:00:00.000,INDUSIN,2023-02-10 13:35:09.542
81,63e64b9822ee080030ba889b,43d0026a01,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-10 13:50:16.584
82,63eadf87c529ea003063c052,43d0026a01,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-14 01:10:31.368
83,63ed47d2b0b2250030e436af,43d0026a01,TERNERO,False,10.0,2000-01-01 00:00:00.000,SHORTHORN,2023-02-15 21:00:02.737
84,63ee8200476a9d00308065fb,d590030662,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-16 19:20:32.719
85,63ee822c476a9d00308066b0,cd2102862b,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-16 19:21:16.789
86,63ee8291476a9d0030806791,e080030ba8,TERNERO,False,,,SIN ESPECIFICAR,2023-02-16 19:22:57.434
87,63ee848a476a9d0030806d7f,d590030662,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-16 19:31:22.346
88,63efe06ce429423750fcbb31,80f4378711,NOVILLO,False,123.0,2023-02-01 00:00:00.000,SANTA GERTRUDIS,2023-02-17 20:15:40.469
89,63f66cc4d3575e0030304d2c,80f4378711,NOVILLO,False,11.0,2023-02-07 00:00:00.000,SHORTHORN,2023-02-22 19:28:04.601
90,63ed0ae9a9f1a40025793c1d,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:40:09.824
91,63ed0b15a9f1a40025793c52,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:40:53.331
92,63ed0b7aa9f1a40025793c82,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:42:34.667
93,63ed0b8da9f1a40025793ce6,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:42:53.464
94,63ed0b93a9f1a40025793d0f,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:42:59.098
95,63ed0baea9f1a40025793d80,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:43:26.411
96,63ed0da5a9f1a4002579438c,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:51:49.612
97,63ed0da6a9f1a40025794397,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:51:50.292
98,63ed0dc6a9f1a40025794427,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:52:22.684
99,63ed0dc9a9f1a40025794444,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:52:25.769
100,63ed0ddca9f1a400257944c0,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:52:44.079
101,63ed0deda9f1a40025794525,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:53:02.097
102,63ed0df3a9f1a40025794534,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:53:07.121
103,63ed0e08a9f1a4002579459a,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:53:28.684
104,63ed0e0fa9f1a400257945cf,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:53:35.093
105,63ed0e1ca9f1a4002579461c,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:53:48.456
106,63ed0e26a9f1a4002579466e,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:53:58.791
107,63ed0e2da9f1a400257946b4,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:54:05.136
108,63ed0e3da9f1a40025794702,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:54:21.143
109,63ed0e4ea9f1a40025794766,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:54:38.749
110,63ed0e50a9f1a40025794775,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:54:40.888
111,63ed0e61a9f1a400257947ff,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:54:57.517
112,63ed0e62a9f1a4002579480a,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:54:58.755
113,63ed0e71a9f1a40025794898,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:55:13.910
114,63ed0e73a9f1a400257948a6,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:55:15.596
115,63ed0e82a9f1a40025794931,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:55:30.496
116,63ed0e85a9f1a4002579494b,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:55:33.579
117,63ed0e90a9f1a400257949d1,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:55:44.963
118,63ed0ea0a9f1a40025794a4e,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:56:00.759
119,63ed0eb1a9f1a40025794abd,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:56:17.389
120,63ed0eb2a9f1a40025794ac8,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:56:18.755
121,63ed0ec7a9f1a40025794b57,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:56:39.861
122,63ed0ec9a9f1a40025794b62,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:56:41.151
123,63ed0ed9a9f1a40025794bf3,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:56:57.077
124,63ed0edba9f1a40025794c04,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:56:59.348
125,63ed0eeaa9f1a40025794c77,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:57:14.757
126,63ed0eeba9f1a40025794c82,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:57:15.813
127,63ed0efba9f1a40025794d03,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:57:31.403
128,63ed0efca9f1a40025794d0e,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:57:32.736
129,63ed0f0ca9f1a40025794d9c,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:57:48.797
130,63ed0f0da9f1a40025794da6,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:57:49.144
131,63ed0f1ca9f1a40025794e36,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:58:04.618
132,63ed0f1ea9f1a40025794e41,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:58:06.217
133,63ed0f2ba9f1a40025794ea4,1a40025792,SIN ESPECIFICAR,False,,,SIN ESPECIFICAR,2023-02-15 16:58:19.511
134,63ed0f3ba9f1a40025794f09,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:58:35.137
135,63ed0f3ba9f1a40025794f0e,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:58:35.275
136,63ed0f4ca9f1a40025794fa1,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:58:52.260
137,63ed0f4ea9f1a40025794fb0,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:58:54.303
138,63ed0f5ea9f1a40025795020,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:59:10.707
139,63ed0f6ea9f1a40025795087,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:59:26.823
140,63ed0f6ea9f1a40025795089,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:59:26.845
141,63ed0f7da9f1a400257950f5,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:59:41.681
142,63ed0f86a9f1a4002579513e,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 16:59:50.217
143,63ed0f93a9f1a400257951a9,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:00:03.305
144,63ed0f98a9f1a400257951cb,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:00:08.543
145,63ed0fa8a9f1a40025795244,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:00:24.680
146,63ed0fa8a9f1a40025795246,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:00:24.705
147,63ed0fb9a9f1a400257952d9,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:00:41.397
148,63ed0fbca9f1a400257952ea,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:00:44.146
149,63ed0fcca9f1a40025795386,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:01:00.473
150,63ed0fd9a9f1a400257953d6,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:01:13.185
151,63ed0fdea9f1a40025795404,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:01:18.401
152,63ed0feca9f1a4002579546f,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:01:32.231
153,63ed0feea9f1a4002579547e,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:01:34.327
154,63ed1001a9f1a400257954c8,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:01:53.202
155,63ed1012a9f1a40025795513,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:02:10.097
156,63ed101fa9f1a40025795575,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:02:23.883
157,63ed1026a9f1a40025795595,1a40025792,SIN ESPECIFICAR,,,,SIN ESPECIFICAR,2023-02-15 17:02:30.103
